0,256,0,1251.2,443.2,45.8,93.0,47.6,54.5,0.00
0,257,0,1181.1,258.8,22.3,55.3,40.6,37.0,0.00
0,258,1,982.9,327.7,32.4,61.4,35.5,42.1,0.00
0,259,2,1458.4,218.3,28.5,52.9,50.0,34.7,0.00
0,260,0,1024.0,239.8,20.0,43.2,30.1,26.7,0.00
0,261,0,904.6,348.8,27.9,62.4,32.7,42.9,0.00
0,262,0,1618.8,166.7,30.1,41.2,55.8,23.9,0.00
0,263,1,1280.6,238.7,27.0,53.2,44.0,35.6,0.00
0,264,3,647.9,365.8,19.6,37.5,9.7,31.0,0.00
0,265,1,998.4,240.1,19.8,42.1,28.1,25.2,0.00
0,266,1,719.1,373.4,21.5,47.6,20.6,38.3,0.00
0,267,0,1133.8,185.0,19.3,34.1,31.5,15.0,0.00
0,268,1,1161.7,196.5,29.6,40.0,35.4,21.6,0.00
0,269,1,1396.3,134.7,22.8,27.3,44.3,6.7,0.17
0,270,0,1404.1,117.7,21.1,28.9,43.9,0.0,0.17
0,271,2,2630.5,954.2,84.0,140.7,67.1,68.3,0.00
0,272,0,1958.3,327.0,46.7,77.9,63.6,47.0,0.00
0,273,1,1803.2,425.0,63.2,104.4,58.4,54.5,0.00
0,274,1,1914.6,252.2,41.3,63.9,64.5,39.1,0.00
0,275,1,1714.2,145.1,19.4,38.7,60.3,17.2,0.00
0,276,0,1683.9,134.9,16.7,32.2,59.3,12.2,0.00
0,277,4,2425.1,310.8,28.1,46.1,89.1,31.7,0.00
0,278,0,1763.0,186.8,25.1,50.4,60.9,29.2,0.32
0,279,1,1775.2,186.4,20.0,47.5,61.4,28.6,0.32
6,256,0,1259.3,435.5,52.8,94.6,47.8,54.2,0.00
6,257,0,1185.2,256.2,23.5,54.6,40.7,36.6,0.00
6,258,1,989.2,325.4,30.3,60.1,35.5,41.9,0.00
6,259,2,1460.4,213.6,28.3,50.8,50.0,33.7,0.00
6,260,0,1025.9,237.9,18.2,41.2,29.8,25.9,0.04
6,261,0,910.7,344.5,29.1,61.3,32.7,42.4,0.00
6,262,0,1625.2,162.4,22.0,43.0,56.0,23.4,0.00
6,263,1,1283.5,235.1,30.7,52.5,44.0,35.0,0.00
6,264,3,654.4,361.9,18.5,36.3,9.6,30.3,0.00
6,265,1,1001.4,238.6,26.9,43.3,28.5,25.3,0.04
6,266,1,730.5,368.0,23.5,49.2,21.2,38.2,0.00
6,267,0,1148.4,182.0,27.5,33.4,32.5,14.6,0.00
6,268,1,1181.1,188.5,18.7,38.1,35.5,19.8,0.00
6,269,1,1371.7,136.3,22.9,28.0,42.9,6.8,0.00
6,271,2,2630.6,953.8,84.5,141.3,67.1,68.3,0.00
6,272,0,1959.4,324.1,39.6,73.8,63.7,46.6,0.00
6,273,1,1830.8,420.3,49.4,94.9,58.9,53.9,0.00
6,274,1,1910.0,249.5,40.4,63.9,64.4,38.8,0.00
6,275,1,1713.2,145.4,17.1,37.0,60.2,16.9,0.00
6,276,0,1677.9,136.7,17.1,29.1,59.0,11.8,0.00
6,277,4,2426.0,310.4,27.9,46.0,89.2,31.5,0.00
6,279,1,1760.5,184.8,25.9,50.4,60.9,28.9,0.00
6,270,0,1398.4,115.7,18.5,29.4,43.3,-0.9,0.00
6,278,0,1752.5,181.8,27.7,53.4,60.6,28.9,0.00
12,256,0,1282.5,429.9,45.2,89.6,48.1,53.8,0.00
12,257,0,1189.0,255.0,23.1,54.2,40.8,36.4,0.00
12,258,1,999.6,321.8,23.1,57.7,35.6,41.4,0.00
12,259,2,1465.2,208.6,27.0,50.3,50.1,32.9,0.00
12,260,0,1026.7,234.9,24.6,41.7,29.8,25.4,0.15
12,261,0,917.9,339.2,31.6,60.8,32.8,41.9,0.00
12,262,0,1629.5,161.9,21.7,40.9,56.2,22.7,0.00
12,263,1,1299.4,232.3,24.9,49.1,44.3,34.4,0.00
12,264,3,658.4,358.1,20.2,36.9,9.6,29.9,0.00
12,265,1,1012.9,236.7,20.2,41.6,28.8,25.0,0.15
12,266,1,744.1,371.9,26.5,39.4,21.8,37.9,0.41
12,267,0,1158.8,178.3,24.2,33.9,32.8,14.2,0.00
12,268,1,1191.0,181.8,30.1,38.3,35.9,18.3,0.00
12,269,1,1347.8,138.3,29.2,28.4,41.8,6.7,0.00
12,271,2,2630.7,953.3,83.9,141.9,67.1,68.3,0.00
12,272,0,1953.8,319.5,41.5,74.8,63.6,46.3,0.00
12,273,1,1838.4,416.8,64.1,100.9,59.2,53.9,0.00
12,274,1,1911.0,247.2,30.3,60.0,64.4,38.2,0.00
12,275,1,1707.2,143.3,23.2,37.7,60.2,16.4,0.00
12,276,0,1663.1,135.6,28.7,31.0,58.6,11.9,0.00
12,277,4,2427.5,310.2,28.2,46.6,89.3,31.5,0.00
12,278,0,1752.3,184.1,26.8,49.3,60.7,28.6,0.29
12,279,1,1766.4,183.8,20.3,43.8,61.2,27.4,0.29
12,270,0,1390.9,116.4,23.7,29.8,43.0,-0.8,0.00
18,256,0,1289.2,427.0,49.5,88.9,48.2,53.7,0.00
18,257,0,1193.5,252.2,21.4,53.5,40.8,36.0,0.00
18,258,1,999.7,316.9,35.5,61.9,35.8,41.3,0.00
18,259,2,1470.4,207.1,28.4,50.0,50.3,32.6,0.00
18,260,0,1033.2,229.6,21.6,44.9,30.0,25.2,0.18
18,261,0,923.9,336.1,32.0,62.1,33.0,41.9,0.00
18,262,0,1630.5,158.5,28.3,43.9,56.4,22.5,0.00
18,263,1,1305.6,226.6,26.6,52.2,44.5,34.1,0.00
18,264,3,663.1,353.0,23.6,37.7,9.5,29.2,0.00
18,265,1,1018.1,237.0,22.6,41.7,29.3,25.4,0.18
18,267,0,1161.7,174.2,21.3,37.6,32.9,14.2,0.00
18,268,1,1191.5,179.3,27.0,35.1,35.4,16.6,0.00
18,269,1,1325.0,140.7,30.2,29.8,40.6,7.2,0.00
18,271,2,2630.1,954.3,85.2,141.2,67.1,68.3,0.00
18,272,0,1951.6,316.5,39.8,74.1,63.6,46.0,0.00
18,273,1,1861.2,413.5,53.1,93.6,59.7,53.4,0.00
18,274,1,1907.0,245.0,29.8,59.6,64.3,38.0,0.00
18,275,1,1707.9,143.4,17.5,35.8,60.1,16.0,0.00
18,276,0,1653.2,133.8,21.4,30.6,57.9,11.3,0.00
18,277,4,2427.9,311.8,28.2,45.4,89.3,31.6,0.00
18,278,0,1749.2,181.0,24.6,48.7,60.6,27.9,0.23
18,279,1,1763.0,182.2,23.5,46.0,61.2,27.5,0.23
18,266,1,759.0,356.6,21.7,48.4,22.3,37.6,0.00
18,270,0,1379.9,114.6,22.6,33.5,42.4,-0.3,0.00
24,256,0,1308.2,421.6,46.2,90.7,48.6,53.6,0.00
24,257,0,1196.4,248.5,25.5,55.5,40.9,35.8,0.00
24,258,1,1013.1,313.7,26.9,58.2,35.9,40.8,0.00
24,259,2,1475.1,200.0,29.0,50.8,50.4,31.6,0.00
24,260,0,1039.3,229.8,20.9,40.7,30.0,24.5,0.05
24,261,0,930.2,332.0,25.8,59.5,32.8,41.2,0.00
24,262,0,1642.3,156.9,21.7,44.3,56.8,22.3,0.05
24,263,1,1312.9,224.8,23.5,50.1,44.7,33.6,0.00
24,264,3,667.9,351.0,19.8,37.7,9.6,29.1,0.00
24,265,1,1021.5,234.5,20.4,43.4,29.4,25.4,0.05
24,267,0,1164.1,172.4,26.2,37.7,33.0,13.7,0.00
24,268,1,1192.3,175.3,21.1,33.3,34.8,14.8,0.00
24,269,1,1303.0,146.0,19.0,27.3,39.1,7.5,0.00
24,271,2,2627.2,953.1,87.1,142.6,67.1,68.3,0.00
24,272,0,1949.2,312.9,38.7,71.9,63.7,45.6,0.00
24,273,1,1863.8,408.6,61.8,99.9,59.8,53.4,0.00
24,274,1,1905.0,241.8,30.3,57.2,64.5,37.3,0.00
24,275,1,1700.7,141.5,23.6,32.1,60.1,14.1,0.00
24,276,0,1640.3,132.7,19.1,30.8,57.2,11.1,0.05
24,277,4,2429.2,311.2,27.9,46.2,89.4,31.6,0.00
